523,761
504,771
487,778
472,785
452,793
429,805
406,816
388,819
365,828
347,838
325,847
310,857
280,868
282,873
291,875
308,878
309,881
313,888
299,897
289,904
290,906
290,911
282,907
279,907
285,906
280,899
275,893
279,893
270,866
272,866
266,842
268,828
266,809
267,788
273,760
284,736
290,720
297,693
297,691
307,673
324,639
335,620
341,600
351,572
364,546
374,520
384,497
393,472
403,449
414,426
425,402
433,382
442,364
451,344
461,322
468,308
479,288
488,266
496,252
503,235
510,215
515,196
521,184
529,169
529,164
534,168
519,179
524,183
507,187
506,190
507,187
490,191
469,192
461,197
439,204
415,210
395,216
377,224
352,231
322,237
301,243
289,250
293,253
300,254
312,259
309,272
318,280
328,294
334,313
340,333
352,356
363,374
375,391
384,408
403,431
415,444
438,466
447,480
468,500
490,521
502,536
520,560
536,577
553,595
563,611
576,631
589,647
602,665
619,689
633,711
648,732
665,758
679,779
693,801
703,825
710,844
721,868
727,885
732,911
740,924
743,938
745,942
748,926
753,927
762,930
771,936
787,946
804,951
816,957
834,962
849,964
865,968
880,969
900,970
922,960
934,958
942,956
968,944
994,929
1025,911
1048,897
1072,882
1093,868
1117,851
1143,834
1167,819
1190,807
1209,797
1232,783
1252,772
1273,761
1292,752
1316,743
1339,737
1362,733
1383,729
1402,728
1426,730
1449,733
1465,735
1485,742
1512,752
1528,759
1547,769
1564,780
1583,791
1598,800
1614,810
1624,818
1641,832
1628,833
1643,824
1638,814
1642,801
1645,796
1654,784
1661,772
1667,756
1671,741
1676,727
1677,696
1674,691
1669,679
1665,658
1661,637
1656,618
1653,595
1649,576
1646,556
1647,540
1645,517
1643,495
1640,476
1636,460
1634,440
1630,419
1629,398
1624,374
1621,349
1616,327
1611,301
1607,282
1602,261
1595,237
1586,212
1579,188
1572,162
1581,167
1572,151
1571,157
1581,162
1581,164
1579,149
1572,141
1567,141
1561,149
1552,150
1542,148
1530,144
1514,140
1498,139
1477,138
1457,137
1438,138
1415,137
1394,142
1373,144
1353,148
1330,152
1306,156
1284,163
1262,168
1242,176
1220,183
1198,194
1180,204
1159,217
1141,228
1116,246
1099,258
1082,272
1061,290
1046,305
1025,327
1008,346
989,368
973,388
960,409
946,431
937,443
927,455
918,475
907,491
881,562
868,582
860,594
856,603
850,616
842,637
828,657
809,677
798,691
771,707
751,718
731,726
708,733
685,738
664,739
644,742
620,741
597,738
575,734
558,729
544,723
529,716
515,705
499,690
487,676
479,663
468,647
452,625
439,607
421,583
412,566
399,546
396,530
384,510
379,488
374,469
372,451
370,432
368,406
369,384
370,371
372,352
374,325
370,299
366,278
368,262
361,228
359,211
355,187
365,181
362,182
362,179
366,179
365,179
361,183
357,174
353,167
354,176
335,169
329,167
313,168
302,168
280,179
271,186
265,192
268,209
273,215
284,226
293,238
318,263
338,281
354,295
368,311
386,329
404,342
422,363
441,382
458,400
475,416
496,439
517,462
533,482
548,499
561,517
577,539
589,559
607,582
623,601
634,615
648,634
663,650
681,667
698,686
718,706
739,728
755,748
772,762
794,782
816,801
834,819
854,841
868,853
885,870
902,889
918,903
939,921
954,935
967,941
987,945
984,933
999,925
1015,918
1032,911
1050,902
1074,891
1093,882
1117,868
1139,855
1160,843
1180,829
1199,813
1218,796
1234,782
1253,763
1272,744
1287,729
1304,710
1321,695
1340,680
1358,665
1377,653
1395,642
1410,634
1433,625
1456,617
1475,612
1490,610
1510,604
1531,603
1548,601
1580,599
1592,597
1610,595
1624,595
1627,594
1631,587
1633,580
1631,571
1633,567
1635,549
1635,532
1634,514
1630,494
1625,474
1619,455
1611,432
1604,412
1591,385
1582,365
1570,342
1558,320
1547,300
1536,284
1523,266
1508,246
1496,231
1478,211
1462,196
1444,179
1430,166
1414,152
1394,142
1378,138
1367,137
1355,144
1341,147
1327,151
1311,154
1291,162
1274,170
1257,179
1239,192
1221,206
1204,219
1187,231
1169,244
1151,256
1131,266
1113,274
1095,281
1070,291
1048,300
1035,298
1018,301
991,301
970,298
954,294
937,289
924,285
911,275
896,263
880,250
867,237
852,219
840,205
825,192
810,176
795,162
774,147
755,134
741,131
732,137
719,143
707,149
693,156
681,162
658,172
641,178
626,185
607,192
587,202
566,209
542,221
523,226
497,238
472,247
453,254
429,266
409,273
388,283
364,298
340,312
321,326
302,336
287,349
285,352
288,361
305,367
312,378
318,397
325,415
326,429
332,451
342,483
349,502
356,528
370,555
379,577
391,598
398,613
413,634
424,653
443,674
457,691
475,709
487,723
501,737
521,754
540,771
557,786
578,801
601,818
616,828
638,846
654,857
673,870
699,889
718,902
741,919
765,938
773,938
790,948
797,932
801,921
818,913
840,900
861,886
877,878
900,856
918,844
940,826
960,810
982,789
1000,773
1021,754
1040,738
1059,720
1078,701
1092,690
1110,674
1127,656
1143,641
1161,619
1175,598
1187,581
1200,557
1211,534
1221,513
1230,492
1239,470
1248,446
1255,424
1261,403
1269,380
1276,355
1280,334
1282,316
1283,291
1285,274
1285,252
1283,234
1278,213
1276,201
1267,186
1257,171
1250,157
1237,142
1220,135
1211,140
1201,144
1189,154
1177,165
1165,179
1150,191
1136,206
1115,223
1098,240
1083,255
1066,273
1049,293
1035,310
1020,331
1007,350
987,372
977,383
967,397
945,420
938,430
917,448
892,463
866,473
844,484
825,492
809,500
790,499
770,499
746,499
718,499
699,497
681,495
658,488
643,481
625,471
604,456
592,442
581,431
567,412
562,397
552,376
541,354
534,337
528,319
521,296
513,273
511,252
512,236
506,217
504,202
500,183
497,161
503,170
515,171
523,179
529,183
537,181
552,179
566,176
586,178
602,173
627,174
648,175
669,177
692,182
713,186
735,191
757,196
779,205
804,220
833,232
861,245
885,256
907,268
931,282
952,293
967,304
994,323
1010,335
1026,347
1047,362
1068,375
1088,390
1111,403
1140,418
1161,431
1190,447
1207,456
1228,468
1250,482
1272,496
1293,513
1311,528
1329,545
1345,560
1359,577
1369,592
1379,612
1386,632
1390,652
1394,678
1395,704
1395,726
1391,751
1388,769
1382,792
1375,814
1367,839
1357,864
1346,886
1331,911
1318,933
1304,940
1298,939
1287,933
1274,932
1263,932
1245,932
1225,934
1208,935
1188,937
1167,937
1140,942
1117,943
1099,936
1090,929
1076,922
1056,916
1032,911
1004,906
987,900
955,890
942,885
925,879
900,866
878,852
858,836
838,820
824,810
807,803
791,790
774,777
753,764
732,749
711,732
694,721
672,708
656,694
642,684
626,669
607,656
593,643
575,628
565,616
551,603
537,588
524,574
512,557
502,541
490,519
482,499
476,484
469,462
464,443
460,424
456,396
456,380
452,355
455,332
454,303
454,282
455,261
455,237
456,213
457,192
463,175
464,164
474,177
489,184
497,189
510,194
541,196
558,198
581,202
603,209
623,219
636,226
655,237
669,251
684,264
697,277
713,295
730,315
745,338
759,359
773,383
783,403
790,424
798,445
808,472
817,493
823,515
828,542
833,567
835,589
835,610
834,634
831,659
827,683
821,707
817,725
811,746
802,770
796,791
787,817
780,842
774,866
771,896
767,915
761,926
748,928
743,913
733,913
715,924
701,932
686,937
