288,155
279,157
277,160
280,154
273,150
270,137
292,144
273,135
274,132
282,132
296,144
287,144
272,139
268,133
286,140
284,133
276,136
281,142
282,139
294,148
296,131
310,135
318,141
307,144
307,154
313,147
298,140
313,150
314,153
315,178
315,190
301,160
320,187
322,184
316,178
320,172
331,166
341,169
347,169
345,169
339,170
337,184
330,191
331,197
328,185
331,193
332,190
334,200
329,198
334,204
341,210
322,211
350,224
335,219
345,229
336,229
339,229
343,224
345,215
349,206
353,200
372,207
376,201
381,201
394,208
385,199
388,197
397,202
392,188
393,192
393,196
389,193
393,194
397,184
406,197
398,189
392,191
379,199
378,203
370,207
376,215
381,221
386,219
368,221
382,230
378,240
409,230
376,242
408,232
398,238
409,236
412,242
408,256
406,267
411,251
412,275
415,269
415,253
429,262
418,249
428,254
430,245
422,257
417,242
422,261
437,271
418,251
430,262
438,247
438,245
441,247
417,245
432,257
421,249
415,263
420,265
422,261
421,258
416,270
424,271
421,273
421,265
425,251
422,245
438,260
423,236
426,238
440,269
435,241
423,241
423,254
431,243
422,244
430,262
443,266
426,241
427,242
413,245
426,244
433,239
407,237
420,237
411,241
423,243
442,245
419,249
434,244
429,252
434,247
438,238
426,259
431,259
437,239
435,243
434,243
416,266
441,252
433,260
442,262
435,266
454,252
443,252
427,246
425,237
422,243
416,254
413,261
423,253
426,255
419,258
422,253
424,268
433,266
427,280
431,279
435,292
438,281
434,275
429,270
430,272
438,289
429,272
443,285
433,276
440,278
438,281
446,282
453,290
450,283
450,278
436,269
443,275
455,279
446,289
461,288
439,295
467,282
455,288
442,293
438,292
467,281
442,291
437,292
446,297
440,302
436,305
445,300
442,311
459,310
460,315
465,318
472,322
480,322
467,304
484,323
480,326
473,317
472,323
478,322
477,318
463,320
453,301
475,330
461,315
475,317
467,326
475,333
473,335
465,327
456,321
456,333
456,342
448,339
433,328
452,340
456,341
469,335
472,330
472,323
467,326
490,311
490,307
480,313
477,311
478,313
494,303
497,291
487,308
488,318
494,303
497,305
511,294
501,301
493,321
499,312
509,303
507,304
502,306
506,301
505,297
499,304
495,306
499,296
510,293
506,305
504,312
516,301
509,314
510,314
503,326
515,329
516,324
518,317
508,317
501,305
509,313
509,321
504,313
511,323
497,321
487,321
488,329
500,328
489,323
487,317
490,318
508,319
489,314
501,313
489,305
494,307
494,304
517,311
512,303
515,300
515,316
508,305
505,300
502,302
493,308
498,316
509,330
496,327
494,319
507,326
504,324
493,321
501,331
514,328
498,330
503,339
513,334
493,336
507,333
486,338
487,349
495,348
491,362
501,364
505,364
508,370
514,373
528,382
518,359
522,371
527,366
531,359
511,349
517,352
529,364
526,359
524,368
512,368
497,353
501,366
495,381
492,363
487,386
494,373
488,378
491,375
495,382
490,381
494,385
470,373
484,380
492,379
472,368
483,381
490,381
485,380
467,381
470,379
477,381
468,377
472,384
472,386
476,384
471,373
465,377
468,380
474,382
469,385
476,386
479,388
477,397
475,397
478,414
468,399
481,420
482,397
488,400
490,395
477,385
486,382
482,371
491,368
487,376
501,370
498,371
496,368
498,379
498,379
498,383
491,355
486,360
489,366
491,371
483,349
496,359
500,357
498,363
511,357
516,366
514,357
514,357
505,360
502,363
500,374
500,375
499,373
487,373
501,380
507,383
516,384
507,382
536,379
530,380
521,387
514,384
505,377
518,382
531,386
513,386
494,391
511,388
505,393
531,382
509,396
516,397
527,402
546,383
533,389
528,391
508,405
514,404
522,397
527,397
520,399
518,396
522,388
522,382
529,380
509,379
527,385
507,376
512,376
511,371
526,376
514,370
502,371
535,375
504,373
513,381
507,389
525,379
513,401
517,394
509,413
516,408
515,405
532,420
529,424
532,437
541,429
515,423
539,431
520,423
523,420
523,422
535,427
531,424
539,414
524,416
520,423
546,415
544,411
533,416
538,417
539,420
528,427
545,424
532,426
540,424
543,430
529,428
515,430
531,432
529,434
525,437
527,447
519,448
515,446
520,446
542,443
533,436
539,432
528,441
523,452
526,448
513,464
534,443
524,458
545,428
528,441
535,438
534,437
526,452
538,445
535,453
530,469
530,452
547,446
554,455
537,467
552,466
546,477
541,481
547,478
557,476
573,467
563,465
563,460
573,458
571,470
576,465
571,477
597,458
585,461
586,468
574,473
569,478
578,481
594,460
585,467
587,466
586,464
587,453
578,455
574,453
562,454
571,468
554,443
574,452
567,447
576,466
572,459
567,454
575,459
569,449
563,446
562,443
545,432
562,439
558,436
545,431
563,447
553,436
553,425
559,430
560,425
558,436
556,413
559,426
566,427
569,436
573,442
589,446
567,431
587,441
581,435
567,431
567,442
551,423
561,426
565,417
578,428
573,415
586,425
594,415
598,418
601,411
614,409
603,419
605,424
606,422
605,416
600,413
593,415
589,416
587,432
602,434
588,422
586,425
585,427
575,422
590,427
579,427
597,413
605,426
594,423
597,422
597,423
572,423
583,422
594,419
577,425
579,433
592,428
577,431
572,427
585,428
581,421
584,420
573,418
574,419
596,412
584,416
586,415
578,415
569,416
584,408
582,395
589,391
587,387
599,383
564,395
588,385
573,395
573,388
585,392
577,390
570,402
563,412
580,401
576,412
575,416
586,414
576,407
586,398
580,400
570,405
591,391
575,394
569,413
572,415
574,392
567,410
562,423
561,405
553,414
549,408
556,397
553,392
548,399
553,396
540,425
548,417
556,410
546,405
557,433
549,405
556,416
563,424
563,435
550,428
551,424
557,429
545,432
550,432
552,435
556,445
547,446
548,431
534,423
548,429
554,431
544,429
557,440
564,442
554,445
551,447
537,436
551,449
544,443
565,455
576,452
565,457
561,454
562,462
562,475
555,464
550,460
561,474
555,461
551,456
550,447
551,440
552,432
562,429
