865,617
855,614
843,606
834,599
828,587
823,574
817,559
810,540
805,528
799,514
795,497
788,478
780,460
772,436
767,420
760,400
755,382
750,363
746,343
740,322
740,302
736,281
732,258
730,238
726,215
723,198
720,179
720,166
702,150
706,162
694,175
694,182
696,190
696,196
683,206
669,214
653,224
633,236
612,251
596,266
580,279
565,295
547,316
535,336
523,356
515,374
508,396
501,413
494,433
487,458
479,481
468,506
458,532
448,555
441,575
433,598
428,625
425,649
423,672
421,697
