374,954
364,948
345,935
332,925
321,912
306,890
297,875
285,854
276,829
270,816
264,785
263,772
269,740
274,719
280,692
281,677
290,647
293,638
304,613
315,593
329,572
345,549
365,528
385,509
402,491
417,477
436,460
446,450
472,436
499,422
520,410
541,400
563,390
591,379
614,369
638,359
662,349
684,341
707,333
722,326
742,319
763,313
772,309
799,300
823,294
846,287
864,284
888,280
905,278
935,273
956,274
975,273
1003,274
1020,273
1044,278
1069,285
1090,293
1116,304
1133,314
1155,327
