492,389
509,377
532,362
550,352
569,342
586,334
604,324
623,315
644,305
661,298
680,289
704,275
720,268
739,258
756,252
777,244
796,242
812,239
831,236
850,236
869,236
887,240
914,247
938,254
958,262
981,272
1002,283
1019,292
1040,304
1055,314
1073,330
1092,351
1107,364
1121,378
1142,399
1158,417
1170,435
1187,454
1202,470
1219,488
1235,506
1253,525
1269,544
1282,561
1295,579
1309,599
1322,619
1334,640
1343,660
1352,684
1359,708
1367,732
1374,756
1378,777
1381,797
1385,819
1388,838
1394,860
1400,882
1405,902
