1202,720
1181,725
1161,732
1142,738
1124,744
1104,753
1086,762
1066,771
1046,779
1031,786
1006,801
998,807
978,821
954,836
936,851
923,859
896,874
874,886
856,896
837,906
813,922
795,932
788,926
765,930
749,929
734,927
713,925
692,922
676,922
659,920
638,908
617,897
597,881
581,867
565,854
550,839
532,823
521,808
506,795
491,775
481,759
471,742
462,726
453,708
446,689
440,675
432,654
424,636
416,618
411,601
404,580
398,562
390,546
385,528
379,509
372,483
365,462
360,446
355,426
353,412
