1153,896
1156,923
1163,934
1159,930
1159,910
1154,925
1150,921
1152,924
1152,913
1152,925
1161,919
1155,934
1163,927
1164,930
1163,930
1155,953
1148,951
1141,944
1136,944
1120,949
1120,946
1110,946
1104,946
1090,949
1074,948
1053,946
1027,938
1006,931
993,926
977,918
963,910
938,897
920,886
903,879
880,865
865,858
845,846
821,834
801,826
776,816
751,810
726,803
704,796
679,790
654,782
632,773
613,761
593,749
575,737
560,728
543,714
525,701
507,688
492,671
478,660
465,645
453,631
440,616
426,594
418,579
